torneo,fecha,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,fouls_local,corners_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,fouls_visitante,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante
Campeonato 2018/19,17,10,Racing Club,Huracan,3,1,61,8,19,12,4,39,2,12,19,3,3.0,5.0,0.0,2.0
Campeonato 2018/19,17,11,Velez,River Plate,1,2,46,6,11,19,3,54,3,8,18,6,2.0,2.0,1.0,0.0
Campeonato 2018/19,17,12,Patronato,Atl Tucuman,3,0,39,8,11,15,3,61,3,11,10,4,1.0,0.0,0.0,1.0
Campeonato 2018/19,17,13,San Martin (SJ),Estudiantes (LP),3,0,47,4,9,11,5,53,1,5,14,5,3.0,1.0,0.0,0.0
Campeonato 2018/19,18,1,Tigre,Banfield,4,4,45,5,14,18,5,55,9,18,14,4,5.0,3.0,1.0,0.0
Campeonato 2018/19,18,2,Lanus,Gimnasia (LP),2,0,64,4,11,8,4,36,2,12,23,6,1.0,3.0,0.0,0.0
Campeonato 2018/19,18,3,Huracan,Velez,1,1,44,3,11,19,3,56,3,10,13,3,4.0,6.0,0.0,1.0
Campeonato 2018/19,18,4,Estudiantes (LP),Patronato,1,0,62,6,14,9,3,38,2,9,15,4,1.0,2.0,0.0,1.0
Campeonato 2018/19,18,5,Independiente,Union,2,1,63,6,12,12,6,37,2,7,17,3,3.0,4.0,0.0,0.0
Campeonato 2018/19,18,6,Atl Tucuman,Talleres (C),0,0,57,1,13,8,4,43,3,11,10,5,1.0,0.0,0.0,0.0
Campeonato 2018/19,18,7,Newells,Rosario Central,0,0,66,1,6,22,6,34,4,9,20,3,2.0,3.0,0.0,0.0
Campeonato 2018/19,18,8,Godoy Cruz,San Martin (T),3,2,54,5,14,20,6,46,2,8,9,3,1.0,1.0,0.0,1.0
Campeonato 2018/19,18,9,River Plate,Racing Club,2,0,52,3,15,10,4,48,0,6,17,4,2.0,3.0,0.0,1.0
Campeonato 2018/19,18,10,Belgrano,Boca Juniors,1,1,38,8,16,14,10,62,4,15,8,5,3.0,4.0,1.0,0.0
Campeonato 2018/19,18,11,Def y Justicia,Argentinos,2,1,64,4,12,13,10,36,3,9,20,7,2.0,3.0,0.0,0.0
Campeonato 2018/19,18,12,Aldosivi,San Martin (SJ),1,0,75,2,15,20,5,25,2,6,8,1,5.0,1.0,0.0,1.0
Campeonato 2018/19,18,13,Colon,San Lorenzo,1,1,38,2,9,17,5,62,2,5,22,3,4.0,2.0,0.0,0.0
Campeonato 2018/19,19,1,Union,Atl Tucuman,3,0,47,7,18,8,9,53,1,15,15,5,0.0,0.0,0.0,0.0
Campeonato 2018/19,19,2,Velez,Colon,1,1,42,1,6,8,1,58,3,8,12,6,1.0,2.0,1.0,0.0
Campeonato 2018/19,19,3,San Martin (T),Belgrano,0,0,56,4,13,18,7,44,6,16,21,4,4.0,4.0,1.0,1.0
Campeonato 2018/19,19,4,San Lorenzo,Newells,1,1,57,7,17,8,9,43,4,14,12,3,1.0,2.0,0.0,0.0
Campeonato 2018/19,19,5,Patronato,Aldosivi,0,0,45,4,11,12,6,55,2,6,14,4,2.0,1.0,0.0,0.0
Campeonato 2018/19,19,6,Gimnasia (LP),Def y Justicia,0,1,36,1,10,21,4,64,4,12,14,7,1.0,4.0,0.0,0.0
Campeonato 2018/19,19,7,San Martin (SJ),Independiente,1,1,50,6,18,23,4,50,5,13,16,3,3.0,2.0,0.0,1.0
Campeonato 2018/19,19,8,Talleres (C),Huracan,0,0,52,3,12,13,2,48,1,7,12,4,0.0,0.0,0.0,0.0
Campeonato 2018/19,19,9,Rosario Central,Tigre,0,2,62,2,13,10,7,38,7,14,15,3,3.0,1.0,0.0,0.0
Campeonato 2018/19,19,10,Boca Juniors,Lanus,2,1,49,6,16,7,1,51,3,10,19,4,1.0,4.0,0.0,0.0
Campeonato 2018/19,19,11,Banfield,River Plate,1,1,45,6,18,14,10,55,4,11,15,3,4.0,1.0,0.0,0.0
Campeonato 2018/19,19,12,Argentinos,Estudiantes (LP),2,1,52,6,18,10,5,48,2,10,9,5,0.0,2.0,0.0,0.0
Campeonato 2018/19,19,13,Racing Club,Godoy Cruz,3,0,72,8,14,15,6,28,4,7,9,1,2.0,0.0,0.0,0.0
Campeonato 2018/19,20,1,Tigre,Patronato,2,1,50,4,10,6,4,50,4,16,19,4,2.0,5.0,0.0,0.0
Campeonato 2018/19,20,2,Colon,Banfield,0,1,48,1,10,9,7,52,2,12,21,4,2.0,2.0,0.0,0.0
Campeonato 2018/19,20,3,Lanus,Rosario Central,2,0,47,3,13,15,4,53,2,15,15,2,1.0,3.0,0.0,0.0
Campeonato 2018/19,20,4,Godoy Cruz,Velez,0,2,40,3,14,9,5,60,6,16,15,6,5.0,1.0,1.0,0.0
Campeonato 2018/19,20,5,Huracan,Union,1,3,60,5,21,8,5,40,6,13,15,3,1.0,3.0,0.0,0.0
Campeonato 2018/19,20,6,Belgrano,San Lorenzo,0,0,34,0,9,16,3,66,3,10,13,2,2.0,1.0,0.0,0.0
Campeonato 2018/19,20,7,Independiente,Racing Club,1,3,54,4,19,17,7,46,4,9,18,5,5.0,6.0,0.0,0.0
Campeonato 2018/19,20,8,River Plate,San Martin (T),2,1,53,10,27,9,11,47,4,11,12,3,1.0,0.0,0.0,0.0
Campeonato 2018/19,20,9,Estudiantes (LP),Talleres (C),0,1,56,2,13,13,5,44,4,10,17,5,2.0,3.0,0.0,0.0
Campeonato 2018/19,20,10,Atl Tucuman,Argentinos,0,0,48,2,15,12,4,52,1,11,10,5,5.0,3.0,0.0,0.0
Campeonato 2018/19,20,11,Def y Justicia,Boca Juniors,0,1,64,8,23,15,7,36,1,4,18,0,1.0,4.0,0.0,0.0
Campeonato 2018/19,20,12,Aldosivi,Gimnasia (LP),0,0,63,3,13,18,8,37,2,14,13,2,3.0,3.0,0.0,0.0
Campeonato 2018/19,20,13,Newells,San Martin (SJ),3,0,57,5,20,14,6,43,7,13,15,11,0.0,4.0,0.0,0.0
Campeonato 2018/19,21,1,San Lorenzo,Argentinos,2,3,65,5,13,12,6,35,4,11,17,2,2.0,3.0,1.0,0.0
Campeonato 2018/19,21,2,Union,Boca Juniors,1,3,33,4,8,12,2,67,6,15,15,4,3.0,3.0,1.0,0.0
Campeonato 2018/19,21,3,Rosario Central,Belgrano,0,0,63,6,19,11,5,37,4,11,13,5,2.0,2.0,0.0,0.0
Campeonato 2018/19,21,4,San Martin (T),Lanus,1,2,41,7,18,14,5,59,7,14,15,4,3.0,4.0,0.0,0.0
Campeonato 2018/19,21,5,San Martin (SJ),Godoy Cruz,0,0,54,1,12,11,6,46,4,9,16,3,2.0,3.0,0.0,0.0
Campeonato 2018/19,21,6,River Plate,Newells,4,2,54,6,17,9,5,46,2,12,19,4,1.0,1.0,0.0,0.0
Campeonato 2018/19,21,7,Patronato,Huracan,1,0,42,3,10,14,2,58,5,9,12,5,2.0,2.0,0.0,1.0
Campeonato 2018/19,21,8,Talleres (C),Colon,2,0,59,9,18,9,9,41,5,10,12,1,1.0,3.0,0.0,0.0
Campeonato 2018/19,21,9,Racing Club,Estudiantes (LP),1,0,66,4,10,9,9,34,2,6,11,5,0.0,2.0,0.0,0.0
Campeonato 2018/19,21,10,Gimnasia (LP),Independiente,1,0,31,4,17,12,8,69,2,8,18,4,1.0,2.0,0.0,0.0
Campeonato 2018/19,21,11,Banfield,Atl Tucuman,1,2,70,6,20,14,9,30,2,8,13,4,4.0,4.0,0.0,0.0
Campeonato 2018/19,21,12,Velez,Tigre,1,2,61,5,23,16,10,39,4,9,10,3,2.0,2.0,0.0,0.0
Campeonato 2018/19,21,13,Aldosivi,Def y Justicia,0,1,40,3,11,19,3,60,4,11,16,6,5.0,4.0,0.0,0.0
Campeonato 2018/19,22,1,Lanus,San Martin (SJ),1,1,64,2,12,14,6,36,4,13,12,4,4.0,2.0,0.0,0.0
Campeonato 2018/19,22,2,Belgrano,Patronato,3,0,53,3,8,15,4,47,2,7,12,2,2.0,3.0,0.0,1.0
Campeonato 2018/19,22,3,Godoy Cruz,Rosario Central,0,0,41,3,9,14,5,59,0,5,13,6,2.0,4.0,0.0,1.0
Campeonato 2018/19,22,4,Newells,Talleres (C),1,2,44,5,13,14,2,56,10,20,9,6,3.0,4.0,2.0,1.0
Campeonato 2018/19,22,5,Colon,Racing Club,1,1,26,3,8,26,5,74,3,6,11,2,3.0,2.0,0.0,0.0
Campeonato 2018/19,22,6,Boca Juniors,San Lorenzo,3,0,42,4,11,21,3,58,3,5,19,2,5.0,7.0,0.0,1.0
Campeonato 2018/19,22,7,Estudiantes (LP),Gimnasia (LP),1,0,61,3,15,14,8,39,1,7,15,3,4.0,3.0,1.0,2.0
Campeonato 2018/19,22,8,Independiente,Aldosivi,2,0,48,7,19,8,6,52,1,12,16,6,2.0,4.0,0.0,0.0
Campeonato 2018/19,22,9,Huracan,San Martin (T),1,3,62,3,12,19,5,38,6,14,15,4,5.0,0.0,0.0,0.0
Campeonato 2018/19,22,10,Atl Tucuman,River Plate,0,1,48,3,14,13,4,52,1,10,16,5,1.0,4.0,0.0,0.0
Campeonato 2018/19,22,11,Tigre,Union,2,2,64,7,18,9,12,36,7,13,17,4,3.0,3.0,0.0,0.0
Campeonato 2018/19,22,12,Def y Justicia,Banfield,3,2,45,5,11,16,7,55,4,12,24,3,1.0,2.0,0.0,0.0
Campeonato 2018/19,22,13,Argentinos,Velez,0,0,41,1,11,17,5,59,3,12,21,4,3.0,2.0,0.0,0.0
Campeonato 2018/19,23,1,Gimnasia (LP),Newells,1,0,41,3,11,12,4,59,3,12,17,3,3.0,3.0,0.0,0.0
Campeonato 2018/19,23,2,Aldosivi,Colon,3,0,46,7,11,14,4,54,3,11,8,4,0.0,1.0,0.0,0.0
Campeonato 2018/19,23,3,Velez,Atl Tucuman,2,0,52,4,11,5,5,48,3,17,12,10,2.0,3.0,0.0,0.0
Campeonato 2018/19,23,4,Union,Lanus,3,0,45,5,10,12,4,55,3,10,10,3,2.0,3.0,0.0,0.0
Campeonato 2018/19,23,5,San Martin (SJ),Argentinos,2,3,44,4,9,18,4,56,5,10,17,2,2.0,2.0,0.0,0.0
Campeonato 2018/19,23,6,Racing Club,Belgrano,1,0,58,4,14,14,4,42,1,6,20,4,3.0,3.0,0.0,0.0
Campeonato 2018/19,23,7,Patronato,Def y Justicia,2,0,41,3,6,14,3,59,1,12,12,5,3.0,4.0,1.0,0.0
Campeonato 2018/19,23,8,Talleres (C),Tigre,1,3,53,5,19,11,5,47,8,16,10,4,2.0,1.0,2.0,0.0
Campeonato 2018/19,23,9,Rosario Central,San Lorenzo,0,1,49,2,12,12,5,51,3,6,7,2,1.0,1.0,0.0,0.0
Campeonato 2018/19,23,10,River Plate,Independiente,3,0,47,9,11,18,6,53,3,11,17,9,4.0,3.0,0.0,1.0
Campeonato 2018/19,23,11,San Martin (T),Boca Juniors,1,4,47,7,16,17,5,53,7,11,14,2,2.0,2.0,0.0,0.0
Campeonato 2018/19,23,12,Banfield,Godoy Cruz,2,2,72,4,20,12,8,28,2,6,15,1,0.0,4.0,0.0,0.0
Campeonato 2018/19,23,13,Huracan,Estudiantes (LP),0,1,50,6,17,22,5,50,4,9,12,2,3.0,3.0,0.0,0.0
Campeonato 2018/19,24,1,Newells,Huracan,3,1,41,7,11,11,2,59,4,13,9,4,3.0,3.0,0.0,0.0
Campeonato 2018/19,24,2,Boca Juniors,Banfield,2,0,46,7,12,18,6,54,2,9,17,7,1.0,0.0,0.0,0.0
Campeonato 2018/19,24,3,San Lorenzo,Gimnasia (LP),1,1,68,6,23,9,12,32,1,5,16,2,1.0,5.0,0.0,0.0
Campeonato 2018/19,24,4,Godoy Cruz,Patronato,2,1,58,7,12,15,2,42,2,12,10,6,0.0,1.0,0.0,0.0
Campeonato 2018/19,24,5,Independiente,Velez,2,1,54,4,18,11,6,46,5,14,12,5,2.0,3.0,0.0,0.0
Campeonato 2018/19,24,6,Talleres (C),River Plate,0,2,57,1,13,18,3,43,4,12,10,2,4.0,4.0,0.0,1.0
Campeonato 2018/19,24,7,Atl Tucuman,Aldosivi,1,0,49,3,13,17,6,51,0,10,7,5,4.0,4.0,0.0,1.0
Campeonato 2018/19,24,8,Lanus,Belgrano,3,1,54,5,16,11,5,46,5,14,18,6,3.0,4.0,0.0,1.0
Campeonato 2018/19,24,9,Argentinos,Rosario Central,0,2,60,7,26,11,11,40,3,9,16,2,4.0,3.0,0.0,0.0
Campeonato 2018/19,24,10,Def y Justicia,Union,1,1,65,6,22,12,9,35,2,9,8,2,1.0,2.0,0.0,0.0
Campeonato 2018/19,24,11,Tigre,Racing Club,1,1,41,5,12,14,3,59,4,17,13,6,3.0,2.0,0.0,0.0
Campeonato 2018/19,24,12,Estudiantes (LP),San Martin (T),1,1,67,2,12,19,4,33,1,14,10,6,2.0,2.0,0.0,1.0
Campeonato 2018/19,24,13,Colon,San Martin (SJ),0,0,61,4,15,13,11,39,5,13,12,3,4.0,2.0,0.0,0.0
Campeonato 2018/19,25,1,San Martin (T),San Lorenzo,0,0,37,0,11,8,4,63,2,11,13,6,2.0,2.0,0.0,0.0
Campeonato 2018/19,25,2,Gimnasia (LP),Colon,3,2,34,2,8,22,0,66,4,14,17,1,4.0,1.0,0.0,0.0
Campeonato 2018/19,25,3,Banfield,Newells,1,1,61,6,21,11,8,39,2,8,18,3,2.0,2.0,0.0,0.0
Campeonato 2018/19,25,4,Union,Estudiantes (LP),0,0,53,4,20,11,5,47,3,6,18,5,0.0,3.0,0.0,1.0
Campeonato 2018/19,25,5,Velez,Lanus,4,0,56,6,15,23,3,44,1,11,15,2,1.0,1.0,0.0,0.0
Campeonato 2018/19,25,6,Aldosivi,Boca Juniors,1,1,46,5,12,17,4,54,4,9,17,8,1.0,2.0,0.0,0.0
Campeonato 2018/19,25,7,Huracan,Atl Tucuman,2,0,43,10,17,17,8,57,4,18,15,7,4.0,2.0,0.0,0.0
Campeonato 2018/19,25,8,Rosario Central,Independiente,1,2,46,2,11,17,6,54,3,10,13,7,1.0,0.0,0.0,0.0
Campeonato 2018/19,25,9,River Plate,Tigre,2,3,57,6,22,9,10,43,6,13,10,5,0.0,2.0,0.0,0.0
Campeonato 2018/19,25,10,Patronato,Argentinos,2,1,32,3,7,18,3,68,4,10,17,2,3.0,3.0,0.0,0.0
Campeonato 2018/19,25,11,Belgrano,Godoy Cruz,1,0,69,5,22,10,14,31,1,3,11,4,1.0,1.0,0.0,0.0
Campeonato 2018/19,25,12,San Martin (SJ),Talleres (C),2,1,33,7,14,18,3,67,5,21,16,7,3.0,0.0,0.0,0.0
Campeonato 2018/19,25,13,Racing Club,Def y Justicia,1,1,48,8,11,7,4,52,2,9,10,11,2.0,0.0,0.0,0.0
Superliga 2019/20,1,1,Racing Club,Union,0,0,72,4,15,11,9,28,1,5,7,2,3.0,2.0,0.0,0.0
Superliga 2019/20,1,2,Colon,Patronato,0,1,68,3,16,16,5,32,4,11,20,6,3.0,3.0,0.0,1.0
Superliga 2019/20,1,3,San Lorenzo,Godoy Cruz,3,2,74,6,25,6,7,26,4,8,21,2,0.0,6.0,0.0,0.0
Superliga 2019/20,1,4,Lanus,Gimnasia (LP),1,1,57,3,19,11,13,43,4,12,26,7,1.0,7.0,0.0,1.0
Superliga 2019/20,1,5,Argentinos,River Plate,1,1,44,2,10,22,5,56,6,10,16,5,3.0,5.0,0.0,0.0
Superliga 2019/20,1,6,Estudiantes (LP),Aldosivi,1,0,51,5,11,24,6,49,3,10,16,4,2.0,3.0,0.0,0.0
Superliga 2019/20,1,7,Newells,Central Cba (SdE),2,0,63,5,14,15,9,37,3,7,17,6,3.0,5.0,0.0,0.0
Superliga 2019/20,1,8,Talleres (C),Velez,1,0,31,2,5,15,2,69,1,8,11,4,1.0,1.0,0.0,0.0
Superliga 2019/20,1,9,Def y Justicia,Independiente,0,1,52,1,3,20,2,48,3,13,7,6,6.0,1.0,0.0,0.0
Superliga 2019/20,1,10,Boca Juniors,Huracan,0,0,66,5,17,15,10,34,3,8,14,6,2.0,3.0,0.0,0.0
Superliga 2019/20,1,11,Arsenal,Banfield,1,0,37,2,9,19,7,63,3,15,8,5,3.0,1.0,0.0,0.0
Superliga 2019/20,1,12,Atl Tucuman,Rosario Central,1,2,54,4,18,10,2,46,3,9,13,3,3.0,0.0,0.0,0.0
Superliga 2019/20,2,1,Huracan,Colon,2,0,51,5,10,18,4,49,3,8,22,5,3.0,2.0,1.0,1.0
Superliga 2019/20,2,2,Aldosivi,Argentinos,0,0,56,3,4,19,9,44,3,13,18,2,0.0,2.0,0.0,0.0
Superliga 2019/20,2,3,Rosario Central,Talleres (C),1,0,46,5,9,17,3,54,0,6,14,4,3.0,2.0,0.0,0.0
Superliga 2019/20,2,4,Central Cba (SdE),Atl Tucuman,1,0,40,6,14,13,6,60,1,3,15,5,0.0,2.0,0.0,0.0
Superliga 2019/20,2,5,Velez,Racing Club,2,2,53,4,8,17,1,47,4,10,16,4,3.0,2.0,0.0,0.0
Superliga 2019/20,2,6,Union,Def y Justicia,2,1,32,3,22,11,6,68,2,11,16,8,2.0,4.0,0.0,0.0
Superliga 2019/20,2,7,Gimnasia (LP),San Lorenzo,0,1,50,6,16,13,11,50,3,9,16,6,3.0,2.0,0.0,0.0
Superliga 2019/20,2,8,Banfield,Estudiantes (LP),1,0,44,2,10,22,4,56,3,13,14,4,5.0,2.0,0.0,0.0
Superliga 2019/20,2,9,River Plate,Lanus,3,0,55,12,25,20,7,45,3,4,16,2,4.0,1.0,0.0,0.0
Superliga 2019/20,2,10,Patronato,Boca Juniors,0,2,32,3,9,27,3,68,4,6,16,2,4.0,2.0,0.0,0.0
Superliga 2019/20,2,11,Godoy Cruz,Arsenal,0,2,54,1,10,10,2,46,9,20,9,4,0.0,2.0,0.0,0.0
Superliga 2019/20,2,12,Independiente,Newells,2,3,50,10,16,7,5,50,6,11,13,4,4.0,3.0,0.0,0.0
Superliga 2019/20,3,1,Argentinos,Banfield,3,2,43,4,9,18,5,57,3,12,15,6,2.0,1.0,0.0,0.0
Superliga 2019/20,3,2,Talleres (C),Central Cba (SdE),1,1,72,6,18,8,5,28,2,7,12,1,3.0,2.0,0.0,1.0
Superliga 2019/20,3,3,Newells,Union,2,0,60,4,19,10,12,40,3,7,13,2,1.0,3.0,0.0,0.0
Superliga 2019/20,3,4,San Lorenzo,Rosario Central,2,2,65,6,26,15,6,35,3,10,6,2,2.0,2.0,0.0,0.0
Superliga 2019/20,3,5,Racing Club,River Plate,1,6,40,4,9,11,6,60,11,19,13,8,4.0,3.0,1.0,0.0
Superliga 2019/20,3,6,Patronato,Huracan,2,1,34,4,12,25,5,66,5,13,7,3,3.0,1.0,0.0,0.0
Superliga 2019/20,3,7,Def y Justicia,Arsenal,0,3,59,2,11,13,4,41,6,16,11,9,2.0,4.0,0.0,0.0
Superliga 2019/20,3,8,Lanus,Velez,3,1,27,5,9,18,3,73,2,5,11,3,4.0,2.0,0.0,0.0
Superliga 2019/20,3,9,Boca Juniors,Aldosivi,2,0,43,5,14,14,4,57,4,11,13,6,2.0,1.0,0.0,0.0
Superliga 2019/20,3,10,Atl Tucuman,Godoy Cruz,1,0,64,2,18,18,7,36,3,8,19,2,2.0,5.0,0.0,1.0
Superliga 2019/20,3,11,Colon,Gimnasia (LP),2,1,48,8,18,17,8,52,5,13,19,3,1.0,5.0,0.0,0.0
Superliga 2019/20,3,12,Estudiantes (LP),Independiente,3,0,38,4,7,19,4,62,1,7,12,3,2.0,2.0,0.0,0.0
Superliga 2019/20,4,1,Arsenal,San Lorenzo,0,2,48,3,6,19,4,52,4,9,8,6,3.0,2.0,1.0,0.0
Superliga 2019/20,4,2,Gimnasia (LP),Def y Justicia,0,1,44,4,17,14,6,56,3,14,13,4,3.0,2.0,0.0,0.0
Superliga 2019/20,4,3,Velez,Newells,3,1,63,4,8,12,4,37,2,6,16,6,3.0,4.0,0.0,0.0
Superliga 2019/20,4,4,Rosario Central,Patronato,1,1,67,10,22,10,9,33,1,6,17,3,3.0,4.0,0.0,1.0
Superliga 2019/20,4,5,Independiente,Colon,2,0,60,6,19,16,10,40,0,5,9,3,1.0,3.0,0.0,0.0
Superliga 2019/20,4,6,Godoy Cruz,Estudiantes (LP),2,1,25,5,15,10,6,75,6,20,15,6,2.0,3.0,0.0,0.0
Superliga 2019/20,4,7,Union,Lanus,1,2,53,5,15,12,4,47,4,12,10,5,2.0,2.0,0.0,0.0
Superliga 2019/20,4,8,Central Cba (SdE),Racing Club,0,0,36,4,16,7,9,64,1,9,7,5,5.0,4.0,1.0,1.0
Superliga 2019/20,4,9,River Plate,Talleres (C),0,1,52,2,10,11,3,48,5,16,14,10,6.0,3.0,1.0,0.0
Superliga 2019/20,4,10,Banfield,Boca Juniors,0,1,67,4,22,17,16,33,1,3,15,2,1.0,3.0,0.0,1.0
Superliga 2019/20,4,11,Aldosivi,Atl Tucuman,3,0,47,4,6,12,4,53,3,18,18,5,1.0,2.0,0.0,0.0
Superliga 2019/20,4,12,Huracan,Argentinos,0,0,48,2,7,14,5,52,3,9,22,4,2.0,5.0,0.0,0.0
Superliga 2019/20,5,1,Lanus,Central Cba (SdE),1,0,54,4,9,12,6,46,5,11,14,4,2.0,2.0,0.0,0.0
Superliga 2019/20,5,2,Def y Justicia,Banfield,0,0,42,1,4,13,1,58,2,8,20,3,3.0,6.0,0.0,0.0
Superliga 2019/20,5,3,Estudiantes (LP),Velez,0,1,59,4,19,17,9,41,1,6,11,2,2.0,4.0,0.0,0.0
Superliga 2019/20,5,4,Argentinos,Gimnasia (LP),1,0,56,6,16,11,6,44,4,14,17,5,3.0,4.0,0.0,1.0
Superliga 2019/20,5,5,San Lorenzo,Union,2,1,58,3,11,10,5,42,7,13,15,4,3.0,6.0,0.0,2.0
Superliga 2019/20,5,6,Patronato,Independiente,1,0,34,2,17,17,5,66,3,9,14,10,2.0,4.0,0.0,0.0
Superliga 2019/20,5,7,Racing Club,Godoy Cruz,3,1,81,4,13,11,5,19,2,7,17,0,2.0,3.0,1.0,0.0
Superliga 2019/20,5,8,Atl Tucuman,Arsenal,1,0,37,3,13,14,2,63,7,18,12,2,4.0,1.0,1.0,0.0
Superliga 2019/20,5,9,Colon,Rosario Central,1,1,43,6,12,10,7,57,3,17,11,8,3.0,3.0,0.0,0.0
Superliga 2019/20,5,10,Talleres (C),Aldosivi,2,1,47,5,13,20,4,53,3,10,4,6,3.0,2.0,0.0,0.0
Superliga 2019/20,5,11,Newells,Huracan,4,1,51,6,20,20,4,49,2,7,16,3,3.0,3.0,0.0,1.0
Superliga 2019/20,5,12,River Plate,Boca Juniors,0,0,63,5,17,19,6,37,4,5,23,6,3.0,7.0,0.0,0.0
Superliga 2019/20,6,1,Arsenal,Union,4,1,49,6,16,14,4,51,5,13,13,4,0.0,3.0,0.0,0.0
Superliga 2019/20,6,2,Central Cba (SdE),Def y Justicia,1,2,39,1,14,13,8,61,4,11,9,2,0.0,2.0,0.0,0.0
Superliga 2019/20,6,3,Godoy Cruz,Argentinos,0,1,43,2,9,14,2,57,3,18,11,8,3.0,3.0,0.0,0.0
Superliga 2019/20,6,4,Colon,San Lorenzo,2,1,30,3,7,10,2,70,4,15,15,6,2.0,3.0,0.0,0.0
Superliga 2019/20,6,5,Huracan,River Plate,0,4,29,0,7,14,2,71,9,20,12,6,4.0,4.0,0.0,0.0
Superliga 2019/20,6,6,Gimnasia (LP),Racing Club,1,2,39,5,16,23,9,61,3,12,19,2,3.0,4.0,0.0,0.0
Superliga 2019/20,6,7,Banfield,Talleres (C),0,1,41,4,16,15,7,59,1,5,17,3,4.0,4.0,0.0,0.0
Superliga 2019/20,6,8,Rosario Central,Newells,1,1,54,3,7,13,3,46,2,8,15,5,0.0,3.0,0.0,0.0
Superliga 2019/20,6,9,Independiente,Lanus,2,2,49,4,10,9,1,51,6,9,12,4,4.0,2.0,0.0,0.0
Superliga 2019/20,6,10,Boca Juniors,Estudiantes (LP),1,0,41,7,19,13,9,59,1,6,13,4,4.0,2.0,0.0,0.0
Superliga 2019/20,6,11,Aldosivi,Patronato,1,1,52,1,6,17,3,48,4,12,22,5,3.0,3.0,0.0,0.0
Superliga 2019/20,6,12,Velez,Atl Tucuman,1,0,61,3,14,5,10,39,2,12,12,3,1.0,3.0,0.0,0.0
Superliga 2019/20,7,1,Union,Rosario Central,0,0,36,4,18,15,9,64,1,11,15,6,1.0,1.0,0.0,0.0
Superliga 2019/20,7,2,Argentinos,Central Cba (SdE),3,1,54,5,17,18,5,46,4,15,19,2,1.0,1.0,0.0,0.0
Superliga 2019/20,7,3,Estudiantes (LP),Patronato,1,0,55,8,18,9,9,45,2,12,13,7,1.0,3.0,1.0,2.0
Superliga 2019/20,7,4,Def y Justicia,Huracan,0,1,76,2,11,12,5,24,2,7,11,3,2.0,2.0,0.0,1.0
Superliga 2019/20,7,5,San Lorenzo,Boca Juniors,0,2,59,5,11,15,4,41,6,8,16,9,3.0,2.0,0.0,0.0
Superliga 2019/20,7,6,Atl Tucuman,Independiente,0,1,55,4,13,17,7,45,1,7,10,3,5.0,3.0,0.0,0.0
Superliga 2019/20,7,7,Newells,Aldosivi,2,0,48,7,20,16,7,52,1,4,17,3,0.0,4.0,0.0,0.0
Superliga 2019/20,7,8,Godoy Cruz,Banfield,0,2,50,3,15,10,7,50,6,16,14,6,1.0,3.0,0.0,0.0
Superliga 2019/20,7,9,Lanus,Colon,3,2,54,4,17,9,6,46,5,12,14,4,1.0,3.0,0.0,0.0
Superliga 2019/20,7,10,Racing Club,Arsenal,2,1,51,8,18,12,8,49,2,11,15,3,4.0,2.0,1.0,1.0
Superliga 2019/20,7,11,River Plate,Velez,1,2,62,7,26,7,16,38,4,8,15,1,2.0,5.0,0.0,1.0
Superliga 2019/20,7,12,Talleres (C),Gimnasia (LP),2,1,56,4,11,15,4,44,3,9,22,5,2.0,7.0,1.0,1.0
Superliga 2019/20,8,1,Aldosivi,Union,1,2,58,1,5,16,5,42,4,10,21,2,4.0,2.0,0.0,0.0
Superliga 2019/20,8,2,Patronato,Lanus,1,1,38,4,10,12,4,62,7,14,17,5,3.0,3.0,0.0,0.0
Superliga 2019/20,8,3,Arsenal,Estudiantes (LP),3,0,43,4,15,19,4,57,7,19,13,7,3.0,1.0,0.0,0.0
Superliga 2019/20,8,4,Gimnasia (LP),River Plate,0,2,48,7,24,9,7,52,3,18,23,9,2.0,2.0,0.0,0.0
Superliga 2019/20,8,5,Boca Juniors,Newells,1,1,48,4,11,17,4,52,2,8,20,3,1.0,4.0,0.0,0.0
Superliga 2019/20,8,6,Banfield,San Lorenzo,0,1,58,9,22,23,11,42,3,11,17,1,4.0,4.0,0.0,1.0
Superliga 2019/20,8,7,Huracan,Atl Tucuman,0,0,50,3,12,13,3,50,3,4,24,1,5.0,3.0,0.0,0.0
Superliga 2019/20,8,8,Velez,Def y Justicia,0,1,61,7,23,8,9,39,3,7,11,7,1.0,1.0,0.0,0.0
Superliga 2019/20,8,9,Rosario Central,Racing Club,1,1,50,8,23,9,7,50,1,5,17,0,2.0,2.0,0.0,0.0
Superliga 2019/20,8,10,Independiente,Talleres (C),3,2,51,10,17,10,5,49,5,13,17,2,2.0,2.0,0.0,1.0
Superliga 2019/20,8,11,Central Cba (SdE),Godoy Cruz,1,0,62,8,22,15,6,38,4,12,12,0,0.0,1.0,0.0,1.0
Superliga 2019/20,8,12,Colon,Argentinos,1,0,35,4,9,16,6,65,1,10,14,6,2.0,2.0,0.0,0.0
Superliga 2019/20,9,1,Newells,Banfield,0,0,61,2,12,15,4,39,3,11,25,4,4.0,4.0,0.0,0.0
