torneo,fecha,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,fouls_local,corners_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,fouls_visitante,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante
Campeonato 2018/19,2,1,Talleres (C),Rosario Central,0,1,56,2,13,12,4,44,1,6,14,2,2.0,3.0,0.0,0.0
Campeonato 2018/19,2,2,Newells,Independiente,2,2,45,4,13,15,3,55,5,10,13,5,2.0,4.0,1.0,0.0
Campeonato 2018/19,2,3,Def y Justicia,Atl Tucuman,1,1,65,3,14,14,14,35,5,8,14,3,4.0,1.0,0.0,1.0
Campeonato 2018/19,2,4,Banfield,Gimnasia (LP),1,0,40,6,12,11,2,60,3,17,18,8,1.0,4.0,0.0,0.0
Campeonato 2018/19,2,5,Argentinos,Godoy Cruz,0,0,63,3,18,20,7,37,0,3,13,1,3.0,4.0,0.0,0.0
Campeonato 2018/19,2,6,River Plate,Belgrano,0,0,79,7,27,10,12,21,0,4,13,1,0.0,3.0,0.0,0.0
Campeonato 2018/19,2,7,San Martin (SJ),Patronato,1,0,57,5,13,18,4,43,4,13,15,8,5.0,4.0,0.0,0.0
Campeonato 2018/19,2,8,Colon,Tigre,2,2,49,5,11,17,2,51,5,15,20,8,2.0,2.0,0.0,0.0
Campeonato 2018/19,2,9,Aldosivi,Huracan,2,1,55,6,23,12,5,45,2,10,15,4,3.0,1.0,0.0,0.0
Campeonato 2018/19,2,10,San Lorenzo,Lanus,2,2,45,5,13,15,5,55,5,17,12,7,4.0,2.0,0.0,0.0
Campeonato 2018/19,2,11,Racing Club,Velez,2,0,41,4,10,8,6,59,1,9,17,10,2.0,3.0,0.0,0.0
Campeonato 2018/19,2,12,Estudiantes (LP),Boca Juniors,2,0,50,5,9,20,3,50,4,13,23,8,3.0,5.0,0.0,0.0
Campeonato 2018/19,2,13,San Martin (T),Union,1,1,45,3,12,7,2,55,4,15,12,7,2.0,2.0,0.0,0.0
Campeonato 2018/19,3,1,Patronato,Racing Club,0,3,37,4,11,14,4,63,4,13,15,4,3.0,4.0,0.0,0.0
Campeonato 2018/19,3,2,Belgrano,Estudiantes (LP),2,1,44,9,16,14,10,56,3,13,14,5,2.0,4.0,0.0,0.0
Campeonato 2018/19,3,3,Atl Tucuman,Colon,2,1,49,5,20,9,9,51,3,14,12,8,0.0,1.0,0.0,0.0
Campeonato 2018/19,3,4,Independiente,Def y Justicia,0,1,70,3,11,14,6,30,3,8,22,3,2.0,3.0,0.0,0.0
Campeonato 2018/19,3,5,Gimnasia (LP),Talleres (C),0,2,49,6,11,15,9,51,6,14,17,6,2.0,2.0,0.0,0.0
Campeonato 2018/19,3,6,Tigre,San Martin (SJ),2,2,44,3,8,16,4,56,5,16,13,6,2.0,2.0,0.0,0.0
Campeonato 2018/19,3,7,River Plate,Argentinos,0,0,67,4,11,7,12,33,4,8,24,5,2.0,3.0,0.0,0.0
Campeonato 2018/19,3,8,Velez,Banfield,1,1,67,6,11,20,11,33,1,8,12,6,2.0,2.0,0.0,0.0
Campeonato 2018/19,3,9,Lanus,Aldosivi,0,1,59,2,14,9,9,41,4,7,21,6,1.0,5.0,0.0,0.0
Campeonato 2018/19,3,10,Rosario Central,San Martin (T),2,0,48,6,13,13,5,52,1,12,11,2,1.0,1.0,0.0,0.0
Campeonato 2018/19,3,11,Huracan,Boca Juniors,0,0,45,2,15,19,6,55,1,11,13,6,3.0,1.0,0.0,0.0
Campeonato 2018/19,3,12,Godoy Cruz,Newells,2,1,43,4,13,8,9,57,6,19,8,6,0.0,1.0,0.0,0.0
Campeonato 2018/19,3,13,Union,San Lorenzo,1,1,62,9,26,10,7,38,2,6,13,3,2.0,2.0,0.0,0.0
Campeonato 2018/19,4,1,Argentinos,Lanus,2,0,39,5,10,14,2,61,2,9,15,5,3.0,4.0,0.0,0.0
Campeonato 2018/19,4,2,San Martin (SJ),Huracan,1,2,49,2,17,10,9,51,6,11,14,7,1.0,6.0,1.0,0.0
Campeonato 2018/19,4,3,Def y Justicia,Belgrano,1,1,77,5,20,14,11,23,3,9,10,2,1.0,1.0,0.0,0.0
Campeonato 2018/19,4,4,Banfield,Patronato,1,0,41,6,16,16,5,59,2,7,11,4,2.0,1.0,0.0,0.0
Campeonato 2018/19,4,5,Talleres (C),Godoy Cruz,1,0,53,6,15,13,4,47,2,10,16,1,1.0,2.0,0.0,0.0
Campeonato 2018/19,4,6,San Lorenzo,River Plate,1,1,50,5,16,12,5,50,3,13,18,3,5.0,1.0,1.0,0.0
Campeonato 2018/19,4,7,Racing Club,Rosario Central,2,0,62,6,12,16,6,38,1,6,21,4,2.0,4.0,0.0,0.0
Campeonato 2018/19,4,8,Estudiantes (LP),Independiente,2,2,41,4,6,21,2,59,4,10,20,4,5.0,6.0,0.0,1.0
Campeonato 2018/19,4,9,Aldosivi,Tigre,0,2,60,6,17,22,9,40,3,8,12,4,3.0,2.0,0.0,0.0
Campeonato 2018/19,4,10,Colon,Union,0,0,52,4,7,17,2,48,1,12,19,4,3.0,4.0,0.0,0.0
Campeonato 2018/19,4,11,Boca Juniors,Velez,3,0,37,6,9,11,3,63,2,16,12,6,1.0,1.0,0.0,0.0
Campeonato 2018/19,4,12,Newells,Atl Tucuman,1,2,54,4,18,10,5,46,6,14,11,2,1.0,2.0,0.0,0.0
Campeonato 2018/19,4,13,San Martin (T),Gimnasia (LP),1,1,60,5,13,17,7,40,3,9,16,9,6.0,5.0,0.0,0.0
Campeonato 2018/19,5,1,Estudiantes (LP),Aldosivi,0,2,62,5,13,6,2,38,4,8,14,2,2.0,2.0,0.0,0.0
Campeonato 2018/19,5,2,Atl Tucuman,Tigre,3,0,44,7,12,16,0,56,3,8,4,3,2.0,0.0,0.0,0.0
Campeonato 2018/19,5,3,Independiente,Colon,3,0,61,6,22,10,8,39,4,10,18,4,0.0,4.0,0.0,1.0
Campeonato 2018/19,5,4,River Plate,San Martin (SJ),4,1,65,4,11,12,7,35,6,18,13,10,3.0,2.0,0.0,1.0
Campeonato 2018/19,5,5,Belgrano,Newells,0,0,41,1,10,17,5,59,4,13,18,6,3.0,3.0,0.0,0.0
Campeonato 2018/19,5,6,Argentinos,Boca Juniors,0,1,57,4,18,12,4,43,4,11,16,9,0.0,1.0,0.0,0.0
Campeonato 2018/19,5,7,Patronato,Gimnasia (LP),0,2,54,5,10,12,3,46,4,14,24,6,3.0,3.0,0.0,0.0
Campeonato 2018/19,5,8,Velez,San Martin (T),1,0,56,4,18,15,8,44,0,10,13,3,2.0,2.0,0.0,0.0
Campeonato 2018/19,5,9,Union,Talleres (C),2,1,48,5,11,9,5,52,3,9,11,3,2.0,1.0,0.0,1.0
Campeonato 2018/19,5,10,Lanus,Racing Club,0,1,42,2,9,17,6,58,4,10,9,5,5.0,3.0,0.0,0.0
Campeonato 2018/19,5,11,Godoy Cruz,San Lorenzo,1,0,48,5,14,13,3,52,2,11,8,6,2.0,3.0,0.0,0.0
Campeonato 2018/19,5,12,Huracan,Banfield,3,0,51,5,16,16,4,49,1,10,14,4,3.0,2.0,0.0,0.0
Campeonato 2018/19,5,13,Rosario Central,Def y Justicia,0,1,53,2,9,17,1,47,3,9,12,3,1.0,3.0,0.0,0.0
Campeonato 2018/19,6,1,San Lorenzo,Patronato,3,2,64,4,14,10,7,36,3,8,18,3,3.0,1.0,0.0,0.0
Campeonato 2018/19,6,2,Colon,Godoy Cruz,3,1,38,7,16,11,8,62,2,12,14,3,3.0,1.0,0.0,0.0
Campeonato 2018/19,6,3,Newells,Lanus,2,0,53,5,17,14,5,47,5,14,16,6,2.0,0.0,0.0,1.0
Campeonato 2018/19,6,4,Talleres (C),Velez,1,1,45,2,9,16,5,55,4,11,13,5,2.0,2.0,0.0,0.0
Campeonato 2018/19,6,5,Banfield,Independiente,1,1,59,3,11,15,5,41,3,10,13,5,3.0,4.0,0.0,1.0
Campeonato 2018/19,6,6,San Martin (T),Argentinos,0,0,49,4,13,14,7,51,2,6,13,3,2.0,1.0,0.0,0.0
Campeonato 2018/19,6,7,Tigre,Huracan,0,2,52,3,12,18,9,48,6,11,14,2,3.0,4.0,1.0,0.0
Campeonato 2018/19,6,8,San Martin (SJ),Atl Tucuman,1,3,61,2,13,14,7,39,7,12,8,5,2.0,2.0,0.0,0.0
Campeonato 2018/19,6,9,Gimnasia (LP),Rosario Central,1,1,51,1,12,14,5,49,1,5,15,2,2.0,2.0,0.0,0.0
Campeonato 2018/19,6,10,Boca Juniors,River Plate,0,2,51,3,20,17,6,49,4,6,18,2,5.0,2.0,0.0,0.0
Campeonato 2018/19,6,11,Aldosivi,Belgrano,2,0,48,3,8,14,4,52,3,10,14,5,0.0,3.0,0.0,0.0
Campeonato 2018/19,6,12,Racing Club,Union,1,0,64,4,10,13,8,36,3,15,15,6,1.0,2.0,0.0,0.0
Campeonato 2018/19,6,13,Def y Justicia,Estudiantes (LP),1,1,74,6,26,12,8,26,2,5,14,1,1.0,3.0,0.0,2.0
Campeonato 2018/19,7,1,Independiente,Tigre,0,0,56,5,12,13,3,44,5,11,17,3,3.0,3.0,0.0,0.0
Campeonato 2018/19,7,2,Lanus,River Plate,1,5,50,5,14,14,7,50,9,15,16,3,1.0,3.0,0.0,0.0
Campeonato 2018/19,7,3,Argentinos,Racing Club,0,2,45,1,3,15,4,55,5,14,12,5,2.0,2.0,0.0,0.0
Campeonato 2018/19,7,4,Patronato,Talleres (C),2,1,24,4,8,21,5,76,4,15,12,6,3.0,3.0,0.0,0.0
Campeonato 2018/19,7,5,Union,Gimnasia (LP),1,0,48,3,10,17,4,52,1,7,17,7,1.0,4.0,0.0,0.0
Campeonato 2018/19,7,6,Belgrano,Huracan,0,1,52,2,13,19,5,48,1,9,13,1,4.0,1.0,1.0,0.0
Campeonato 2018/19,7,7,Boca Juniors,Colon,3,1,49,5,12,12,5,51,3,15,11,6,4.0,1.0,0.0,0.0
Campeonato 2018/19,7,8,Godoy Cruz,Def y Justicia,0,1,52,1,10,13,3,48,3,6,12,3,0.0,2.0,1.0,0.0
Campeonato 2018/19,7,9,Velez,Aldosivi,2,0,55,6,12,14,9,45,2,8,13,2,2.0,1.0,0.0,0.0
Campeonato 2018/19,7,10,San Martin (T),Banfield,1,1,50,4,15,19,3,50,2,12,14,6,2.0,4.0,0.0,1.0
Campeonato 2018/19,7,11,Estudiantes (LP),Newells,1,0,47,7,13,14,9,53,4,13,13,6,2.0,5.0,0.0,1.0
Campeonato 2018/19,7,12,San Lorenzo,Atl Tucuman,0,2,73,2,16,5,11,27,2,8,11,4,2.0,1.0,0.0,0.0
Campeonato 2018/19,7,13,Rosario Central,San Martin (SJ),1,0,55,4,10,8,3,45,3,11,11,5,1.0,0.0,0.0,0.0
Campeonato 2018/19,8,1,Aldosivi,San Martin (T),2,0,45,4,13,16,9,55,1,13,14,2,4.0,2.0,1.0,0.0
Campeonato 2018/19,8,2,Gimnasia (LP),Godoy Cruz,1,0,54,3,10,20,11,46,5,14,15,8,3.0,1.0,2.0,0.0
Campeonato 2018/19,8,3,San Martin (SJ),Velez,3,1,36,5,11,12,4,64,2,8,16,7,2.0,2.0,1.0,1.0
Campeonato 2018/19,8,4,Patronato,Independiente,1,2,41,4,22,18,11,59,5,6,13,2,1.0,2.0,0.0,0.0
Campeonato 2018/19,8,5,Banfield,San Lorenzo,2,0,43,3,10,14,4,57,3,10,18,5,1.0,3.0,0.0,1.0
Campeonato 2018/19,8,6,Atl Tucuman,Lanus,0,0,55,3,10,12,2,45,2,7,14,5,2.0,2.0,0.0,0.0
Campeonato 2018/19,8,7,Rosario Central,Union,0,4,55,2,7,11,2,45,7,9,9,1,0.0,1.0,0.0,0.0
Campeonato 2018/19,8,8,Talleres (C),Belgrano,3,0,66,4,9,12,1,34,2,7,19,5,2.0,6.0,0.0,1.0
Campeonato 2018/19,8,9,Racing Club,Boca Juniors,2,2,42,6,14,12,3,58,5,12,14,9,5.0,5.0,1.0,0.0
Campeonato 2018/19,8,10,Tigre,Estudiantes (LP),1,0,53,0,7,20,7,47,0,8,13,3,2.0,2.0,0.0,0.0
Campeonato 2018/19,8,11,Colon,Newells,1,0,39,3,12,13,8,61,1,10,8,3,5.0,2.0,1.0,0.0
Campeonato 2018/19,8,12,Huracan,Argentinos,0,0,50,3,11,13,8,50,4,11,19,4,2.0,3.0,0.0,0.0
Campeonato 2018/19,8,13,River Plate,Def y Justicia,0,1,66,4,15,14,4,34,4,7,20,3,1.0,1.0,0.0,0.0
Campeonato 2018/19,9,1,Velez,Gimnasia (LP),1,0,63,5,15,15,5,37,1,4,25,2,2.0,5.0,0.0,1.0
Campeonato 2018/19,9,2,Def y Justicia,Talleres (C),2,0,47,4,9,14,5,53,4,10,13,4,0.0,1.0,0.0,0.0
Campeonato 2018/19,9,3,Colon,River Plate,1,0,35,3,11,16,7,65,7,13,12,6,1.0,2.0,0.0,0.0
Campeonato 2018/19,9,4,Godoy Cruz,Aldosivi,2,0,47,4,16,9,7,53,5,9,7,6,0.0,2.0,0.0,0.0
Campeonato 2018/19,9,5,Lanus,Patronato,3,1,68,4,15,10,5,32,2,8,19,2,0.0,4.0,0.0,0.0
Campeonato 2018/19,9,6,Boca Juniors,Rosario Central,0,0,66,3,13,9,4,34,2,10,22,5,4.0,6.0,0.0,1.0
Campeonato 2018/19,9,7,Newells,Tigre,2,0,55,4,9,13,3,45,2,12,11,4,3.0,2.0,0.0,0.0
Campeonato 2018/19,9,8,Estudiantes (LP),Atl Tucuman,1,1,35,2,9,16,4,65,4,23,20,7,5.0,0.0,1.0,0.0
Campeonato 2018/19,9,9,Argentinos,Union,0,1,64,4,12,12,4,36,3,10,9,3,2.0,1.0,0.0,0.0
Campeonato 2018/19,9,10,Independiente,Huracan,3,1,45,9,18,8,2,55,3,10,16,4,2.0,4.0,0.0,0.0
Campeonato 2018/19,9,11,San Martin (T),Racing Club,2,1,31,4,8,11,4,69,9,18,14,3,5.0,4.0,1.0,0.0
Campeonato 2018/19,9,12,Belgrano,Banfield,1,1,41,6,12,9,3,59,6,14,13,4,5.0,2.0,0.0,0.0
Campeonato 2018/19,9,13,San Lorenzo,San Martin (SJ),2,1,66,5,12,13,2,34,5,13,13,4,1.0,1.0,0.0,0.0
Campeonato 2018/19,10,1,Tigre,Lanus,1,1,42,9,18,16,6,58,5,10,9,4,2.0,3.0,0.0,0.0
Campeonato 2018/19,10,2,Huracan,Colon,3,2,53,6,13,13,1,47,4,13,18,4,3.0,2.0,1.0,0.0
Campeonato 2018/19,10,3,River Plate,Aldosivi,1,0,51,3,12,17,6,49,1,9,14,3,4.0,2.0,1.0,1.0
Campeonato 2018/19,10,4,Gimnasia (LP),Boca Juniors,2,1,39,5,13,20,6,61,4,10,18,4,2.0,5.0,0.0,0.0
Campeonato 2018/19,10,5,Union,Godoy Cruz,0,3,64,2,13,11,6,36,4,7,20,3,3.0,2.0,0.0,0.0
Campeonato 2018/19,10,6,Talleres (C),San Martin (T),0,0,61,6,13,18,3,39,1,5,13,5,2.0,4.0,0.0,0.0
Campeonato 2018/19,10,7,Racing Club,San Lorenzo,2,1,71,7,21,11,11,29,3,9,20,3,3.0,3.0,0.0,0.0
Campeonato 2018/19,10,8,Patronato,Rosario Central,2,1,39,4,17,16,6,61,2,9,15,2,3.0,3.0,0.0,0.0
Campeonato 2018/19,10,9,Velez,Belgrano,1,0,69,6,14,13,8,31,0,5,13,8,2.0,4.0,0.0,1.0
Campeonato 2018/19,10,10,Banfield,Estudiantes (LP),0,2,49,4,12,23,8,51,3,12,15,3,2.0,4.0,0.0,0.0
Campeonato 2018/19,10,11,Atl Tucuman,Independiente,4,2,56,4,14,16,6,44,4,8,8,7,3.0,3.0,0.0,1.0
Campeonato 2018/19,10,12,Newells,Argentinos,2,0,42,4,11,10,3,58,0,9,10,3,0.0,3.0,0.0,1.0
Campeonato 2018/19,10,13,San Martin (SJ),Def y Justicia,0,1,38,1,9,18,4,62,2,8,10,5,2.0,1.0,0.0,0.0
Campeonato 2018/19,11,1,Belgrano,Gimnasia (LP),2,0,34,5,10,16,9,66,0,8,10,6,3.0,1.0,0.0,0.0
Campeonato 2018/19,11,2,Union,Patronato,2,2,63,4,11,17,8,37,2,9,19,3,3.0,3.0,0.0,0.0
Campeonato 2018/19,11,3,Aldosivi,Banfield,1,4,59,6,16,18,2,41,5,10,17,4,2.0,1.0,0.0,0.0
Campeonato 2018/19,11,4,Godoy Cruz,Atl Tucuman,1,0,41,3,10,15,5,59,5,16,4,2,3.0,2.0,1.0,0.0
Campeonato 2018/19,11,5,Estudiantes (LP),River Plate,1,0,40,4,11,9,4,60,2,10,18,2,1.0,2.0,0.0,0.0
Campeonato 2018/19,11,6,Boca Juniors,Tigre,4,1,60,7,19,6,6,40,8,18,10,4,3.0,2.0,0.0,0.0
Campeonato 2018/19,11,7,Argentinos,Independiente,0,2,50,7,15,10,6,50,4,8,10,3,1.0,0.0,0.0,0.0
Campeonato 2018/19,11,8,Rosario Central,Colon,1,1,58,6,13,11,9,42,5,11,21,8,0.0,2.0,0.0,0.0
Campeonato 2018/19,11,9,San Lorenzo,Talleres (C),0,1,52,4,11,13,3,48,4,14,16,5,1.0,3.0,0.0,1.0
Campeonato 2018/19,11,10,Racing Club,Newells,1,0,47,5,10,13,6,53,4,11,19,10,1.0,2.0,0.0,0.0
Campeonato 2018/19,11,11,San Martin (T),San Martin (SJ),2,0,51,6,18,10,1,49,1,9,22,2,1.0,4.0,0.0,0.0
Campeonato 2018/19,11,12,Def y Justicia,Velez,3,2,42,5,12,9,2,58,6,13,21,4,2.0,3.0,0.0,0.0
Campeonato 2018/19,11,13,Lanus,Huracan,0,1,70,2,16,13,4,30,1,5,13,2,1.0,2.0,0.0,0.0
Campeonato 2018/19,12,1,Talleres (C),Aldosivi,0,0,59,0,8,8,4,41,1,11,11,6,1.0,2.0,0.0,0.0
Campeonato 2018/19,12,2,Atl Tucuman,Rosario Central,2,1,51,3,9,17,1,49,7,14,9,4,1.0,2.0,0.0,1.0
Campeonato 2018/19,12,3,Colon,Estudiantes (LP),1,1,57,4,14,15,6,43,3,10,11,7,1.0,1.0,0.0,0.0
Campeonato 2018/19,12,4,Independiente,Belgrano,2,1,70,7,17,6,10,30,2,11,16,4,2.0,2.0,1.0,1.0
Campeonato 2018/19,12,5,Gimnasia (LP),Racing Club,0,3,47,5,19,17,8,53,8,12,12,3,4.0,2.0,0.0,0.0
Campeonato 2018/19,12,6,Banfield,Lanus,0,0,43,2,6,18,2,57,4,15,13,7,3.0,2.0,0.0,0.0
Campeonato 2018/19,12,7,Tigre,Argentinos,2,1,47,8,21,8,9,53,3,16,11,3,3.0,2.0,1.0,0.0
Campeonato 2018/19,12,8,Newells,Def y Justicia,0,0,55,4,16,13,6,45,5,17,8,3,3.0,1.0,0.0,0.0
Campeonato 2018/19,12,9,Huracan,Godoy Cruz,2,1,52,3,12,9,9,48,2,11,20,7,0.0,1.0,0.0,0.0
Campeonato 2018/19,12,10,Patronato,San Martin (T),3,3,34,8,15,16,8,66,7,19,12,10,1.0,1.0,0.0,0.0
Campeonato 2018/19,12,11,Velez,San Lorenzo,0,0,58,6,18,17,4,42,5,9,8,3,4.0,2.0,0.0,0.0
Campeonato 2018/19,12,12,River Plate,Union,1,2,,,,,,,,,,,,,0.0,0.0
Campeonato 2018/19,12,13,San Martin (SJ),Boca Juniors,0,4,42,2,10,18,1,58,6,9,17,4,4.0,3.0,0.0,0.0
Campeonato 2018/19,13,1,Boca Juniors,Patronato,1,0,71,6,17,13,6,29,3,13,18,4,3.0,1.0,0.0,0.0
Campeonato 2018/19,13,2,Gimnasia (LP),San Martin (SJ),0,2,57,2,13,9,8,43,4,7,17,5,0.0,2.0,0.0,0.0
Campeonato 2018/19,13,3,Belgrano,Atl Tucuman,1,3,48,2,18,8,5,52,4,10,14,1,1.0,3.0,0.0,0.0
Campeonato 2018/19,13,4,Argentinos,Talleres (C),0,2,51,2,14,16,7,49,3,7,18,4,5.0,1.0,0.0,0.0
Campeonato 2018/19,13,5,Rosario Central,Estudiantes (LP),2,1,60,3,14,19,7,40,2,9,16,3,4.0,3.0,0.0,1.0
Campeonato 2018/19,13,6,Union,Velez,0,2,46,3,9,13,1,54,4,7,13,1,5.0,2.0,0.0,0.0
Campeonato 2018/19,13,7,San Martin (T),Colon,0,0,61,4,14,7,7,39,1,9,16,3,2.0,2.0,0.0,0.0
Campeonato 2018/19,13,8,Aldosivi,Newells,1,0,36,3,9,15,5,64,4,8,10,6,2.0,2.0,0.0,0.0
Campeonato 2018/19,13,9,Racing Club,Banfield,0,0,71,5,17,9,8,29,1,4,18,3,3.0,4.0,0.0,0.0
Campeonato 2018/19,13,10,Def y Justicia,Tigre,2,1,63,6,19,15,4,37,8,14,13,4,0.0,3.0,0.0,2.0
Campeonato 2018/19,13,11,Lanus,Independiente,1,0,44,4,15,15,4,56,3,5,12,4,3.0,2.0,0.0,0.0
Campeonato 2018/19,13,12,San Lorenzo,Huracan,0,0,,,,,,,,,,,,,0.0,0.0
Campeonato 2018/19,13,13,Godoy Cruz,River Plate,0,4,28,0,2,11,1,72,11,23,8,6,1.0,1.0,1.0,0.0
Campeonato 2018/19,14,1,Colon,Belgrano,1,1,53,3,11,15,2,47,2,10,22,2,1.0,2.0,0.0,0.0
Campeonato 2018/19,14,2,Newells,Patronato,1,0,54,8,27,11,7,46,3,13,12,9,2.0,3.0,0.0,0.0
Campeonato 2018/19,14,3,Estudiantes (LP),Lanus,1,1,49,4,18,11,4,51,4,17,19,4,2.0,1.0,0.0,0.0
Campeonato 2018/19,14,4,Atl Tucuman,San Martin (T),2,3,46,3,12,14,0,54,11,20,17,8,3.0,6.0,1.0,0.0
Campeonato 2018/19,14,5,Banfield,Argentinos,0,1,59,4,19,15,12,41,1,7,12,6,5.0,3.0,0.0,0.0
Campeonato 2018/19,14,6,Aldosivi,San Lorenzo,2,2,43,5,15,11,7,57,2,10,6,6,3.0,2.0,0.0,0.0
Campeonato 2018/19,14,7,Independiente,Boca Juniors,0,1,61,7,25,15,3,39,2,5,19,5,4.0,5.0,0.0,1.0
Campeonato 2018/19,14,8,River Plate,Gimnasia (LP),3,1,62,7,18,8,5,38,4,7,16,4,1.0,3.0,0.0,0.0
Campeonato 2018/19,14,9,Tigre,Godoy Cruz,1,3,56,5,12,8,7,44,7,15,13,5,3.0,2.0,0.0,0.0
Campeonato 2018/19,14,10,Velez,Rosario Central,2,0,74,5,15,12,7,26,1,8,10,3,1.0,4.0,0.0,0.0
Campeonato 2018/19,14,11,San Martin (SJ),Union,2,0,42,3,5,15,1,58,2,10,12,6,5.0,1.0,1.0,1.0
Campeonato 2018/19,14,12,Talleres (C),Racing Club,1,3,40,2,14,16,7,60,6,11,14,4,2.0,1.0,0.0,0.0
Campeonato 2018/19,14,13,Huracan,Def y Justicia,1,1,31,1,10,19,2,69,2,11,13,3,1.0,2.0,0.0,0.0
Campeonato 2018/19,15,1,San Martin (T),Newells,0,3,42,1,11,15,9,58,7,16,15,5,4.0,2.0,1.0,0.0
Campeonato 2018/19,15,2,San Lorenzo,Estudiantes (LP),1,1,58,5,9,13,1,42,2,11,13,5,4.0,2.0,0.0,0.0
Campeonato 2018/19,15,3,Union,Banfield,0,1,52,2,6,10,7,48,3,13,14,2,2.0,1.0,0.0,0.0
Campeonato 2018/19,15,4,Def y Justicia,Colon,3,0,61,6,16,11,8,39,1,4,13,1,2.0,2.0,0.0,0.0
Campeonato 2018/19,15,5,Lanus,Talleres (C),2,1,52,5,21,8,6,48,5,10,9,4,1.0,1.0,0.0,0.0
Campeonato 2018/19,15,6,Godoy Cruz,Independiente,1,1,36,6,16,12,3,64,7,15,7,4,2.0,2.0,0.0,0.0
Campeonato 2018/19,15,7,Argentinos,Aldosivi,1,2,60,3,22,9,7,40,3,9,9,6,3.0,5.0,0.0,1.0
Campeonato 2018/19,15,8,Gimnasia (LP),Huracan,2,2,52,7,12,13,2,48,5,13,20,5,5.0,3.0,0.0,0.0
Campeonato 2018/19,15,9,Racing Club,San Martin (SJ),1,0,64,8,16,13,8,36,3,15,18,4,2.0,3.0,0.0,0.0
Campeonato 2018/19,15,10,Patronato,Velez,3,3,31,8,17,18,1,69,5,16,12,5,6.0,3.0,0.0,1.0
Campeonato 2018/19,15,11,Belgrano,Tigre,1,2,45,2,9,14,1,55,5,18,12,9,4.0,1.0,0.0,0.0
Campeonato 2018/19,15,12,Rosario Central,River Plate,1,1,40,6,16,11,8,60,8,22,10,7,1.0,2.0,0.0,0.0
Campeonato 2018/19,15,13,Boca Juniors,Atl Tucuman,1,2,71,7,18,8,8,29,3,9,20,3,3.0,7.0,0.0,0.0
Campeonato 2018/19,16,1,Banfield,San Martin (SJ),1,1,63,6,15,10,7,37,3,10,15,1,2.0,1.0,0.0,0.0
Campeonato 2018/19,16,2,Godoy Cruz,Lanus,0,2,62,2,13,18,3,38,2,5,15,1,3.0,2.0,0.0,0.0
Campeonato 2018/19,16,3,Def y Justicia,San Lorenzo,1,0,51,7,20,14,6,49,2,8,16,2,2.0,3.0,0.0,1.0
Campeonato 2018/19,16,4,Tigre,San Martin (T),2,2,43,3,11,19,2,57,5,12,10,5,2.0,2.0,0.0,0.0
Campeonato 2018/19,16,5,Huracan,Rosario Central,2,1,45,7,16,12,3,55,6,19,13,6,1.0,3.0,1.0,1.0
Campeonato 2018/19,16,6,Atl Tucuman,Gimnasia (LP),4,1,53,6,9,11,4,47,3,9,17,2,0.0,5.0,0.0,0.0
Campeonato 2018/19,16,7,Aldosivi,Racing Club,1,3,47,4,9,11,5,53,5,10,8,3,5.0,2.0,0.0,0.0
Campeonato 2018/19,16,8,Belgrano,Union,0,0,46,2,11,17,3,54,2,13,14,6,4.0,2.0,0.0,0.0
Campeonato 2018/19,16,9,Independiente,Talleres (C),1,1,61,3,12,15,4,39,4,14,16,7,2.0,3.0,0.0,0.0
Campeonato 2018/19,16,10,River Plate,Patronato,1,3,74,5,17,7,14,26,4,7,13,3,1.0,2.0,0.0,0.0
Campeonato 2018/19,16,11,Newells,Boca Juniors,1,1,50,2,8,13,1,50,10,17,7,5,2.0,1.0,0.0,0.0
Campeonato 2018/19,16,12,Colon,Argentinos,2,0,53,5,12,17,2,47,1,5,13,1,1.0,2.0,0.0,2.0
Campeonato 2018/19,16,13,Estudiantes (LP),Velez,1,2,33,2,7,13,0,67,5,12,18,3,3.0,3.0,0.0,0.0
Campeonato 2018/19,17,1,Gimnasia (LP),Tigre,3,1,43,6,14,16,6,57,4,14,7,5,3.0,2.0,0.0,0.0
Campeonato 2018/19,17,2,San Martin (T),Def y Justicia,1,2,34,1,6,11,5,66,3,19,9,7,3.0,1.0,0.0,0.0
Campeonato 2018/19,17,3,Talleres (C),Banfield,3,1,35,4,9,15,4,65,5,10,12,13,3.0,4.0,0.0,0.0
Campeonato 2018/19,17,4,San Lorenzo,Independiente,0,0,62,6,11,21,6,38,1,2,17,0,3.0,4.0,0.0,1.0
Campeonato 2018/19,17,5,Lanus,Colon,1,0,60,2,9,14,4,40,5,9,9,1,3.0,2.0,0.0,0.0
Campeonato 2018/19,17,6,Argentinos,Belgrano,0,0,71,5,17,12,6,29,1,6,17,4,3.0,2.0,0.0,1.0
Campeonato 2018/19,17,7,Rosario Central,Aldosivi,0,0,52,2,17,8,5,48,6,14,17,5,3.0,3.0,0.0,0.0
Campeonato 2018/19,17,8,Union,Newells,0,0,42,4,8,15,3,58,4,11,11,2,2.0,2.0,0.0,0.0
Campeonato 2018/19,17,9,Boca Juniors,Godoy Cruz,2,0,54,4,17,7,4,46,3,11,13,4,1.0,0.0,0.0,0.0
